taxon,lineage,conflict,pangoLEARN_version,pango_version,status,note
SEARCH-12707,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12708,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12709,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12710,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12711,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12712,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12713,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12714,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12715,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12716,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12717,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12718,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12719,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1272-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12720,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12721,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12722,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12723,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1273-SAN,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1274-SAN,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1275-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1276-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1277-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12774,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12786,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1279-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12791,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12792,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12793,B.1.404,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12794,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12795,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12796,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12797,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12798,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12799,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1280-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12800,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12801,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12802,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12803,B.1.1.416,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12805,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12806,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12807,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12808,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12809,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12810,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12811,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12812,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1282-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1283-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12841,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12842,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12843,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12844,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12845,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12846,P.2,0,2021-04-28,v1.1.23,passed_qc,5/5 P.2 (B.1.1.28.2) SNPs (0 ref and 0 other)
SEARCH-12847,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12848,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12849,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12850,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12851,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12852,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12853,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12854,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12855,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12856,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12857,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12858,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12859,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12860,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12861,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12862,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12863,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12864,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12865,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12866,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12867,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12868,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-12869,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1287-SAN,B.1.267,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12870,B.1.265,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12871,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12872,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12874,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1288-SAN,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1289-IPL,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1290-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1291-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12913,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12914,B.1.1.344,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12915,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12916,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12917,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12918,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12919,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12920,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12921,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12922,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12924,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12925,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12926,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12927,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12928,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12929,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12930,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12931,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12932,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12933,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12934,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-12998,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13003,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13004,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13005,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13006,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13007,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13008,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13009,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1301-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13010,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13011,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13012,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13013,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13014,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13015,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13016,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13017,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13018,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13019,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1302-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13021,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13022,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13023,B.1.587,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13024,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1303-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13088,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1309-SAN,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13093,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13094,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13095,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13096,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13097,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13098,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13099,B.1.311,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13100,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13101,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13102,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13103,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13104,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13105,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13106,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13107,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13108,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13109,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1311-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13110,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13111,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13112,B.1.541,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13113,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13114,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1314-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1315-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13176,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13177,B.1.1.434,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13178,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13179,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1318-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13180,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13181,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13182,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13183,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13184,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13185,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13186,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13187,B.1.1.368,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13188,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13189,B.1.126,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13190,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13191,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13192,B.1.1.222,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13193,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13194,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13195,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13196,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1320-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13205,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1322-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13223,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13224,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1324-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13261,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13266,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13267,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13268,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13269,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13270,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13271,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13272,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13273,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13274,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13275,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13276,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13277,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13278,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13279,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13280,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13281,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13282,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13283,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13284,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1329-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13293,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13311,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13312,P.2,0,2021-04-28,v1.1.23,passed_qc,5/5 P.2 (B.1.1.28.2) SNPs (0 ref and 0 other)
SEARCH-1332-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1333-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1334-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13349,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1335-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13355,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13356,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13357,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13358,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13359,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13360,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13361,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13362,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13364,B.1.1.416,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13365,B.1.609,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13366,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13367,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13369,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1337-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13370,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13371,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13372,B.1.596,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1338-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13381,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13399,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1340-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13400,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-1343-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13437,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13442,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13444,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13448,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13449,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13451,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13452,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13453,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13454,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13455,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13457,B.1.551,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13458,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13487,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13525,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13530,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13531,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13532,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13533,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13534,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13535,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13536,B.1.596,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13537,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13538,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13539,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13540,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13541,B.1.565,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13542,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13543,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13544,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13545,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13546,P.2,0,2021-04-28,v1.1.23,passed_qc,5/5 P.2 (B.1.1.28.2) SNPs (0 ref and 0 other)
SEARCH-13547,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13548,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13549,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13550,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13551,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13552,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13553,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13554,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13555,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13556,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13557,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13558,B.1.232,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13559,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13560,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13567,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13570,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13576,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13577,B.1.1.416,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13578,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13579,B.1.596,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13580,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13581,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13582,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13583,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13584,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13585,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13586,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13587,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13588,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13589,B.1.561,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13590,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13591,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13592,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13593,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13594,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13595,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13596,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13597,B.1.126,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13598,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13599,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-1360-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13600,B.1.1.519,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13601,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13602,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13603,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13604,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13605,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13606,B.1.427,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13607,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13608,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13609,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13610,B.1.429,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13611,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13612,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
SEARCH-13613,B.1.2,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-13614,B.1.1.7,0,2021-04-28,v1.1.23,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
