taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
SEARCH-5124-SAN,B.1.126,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5127-SAN,B.1.232,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5128-SAN,B.1.429,,,Epsilon (B.1.427/429-like),1.000000,0.000000,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-5129-SAN,B.1.2,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5130-SAN,B.1.126,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5132-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5133-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5134-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5135-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5136-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5138-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5139-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5140-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5141-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5142-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5143-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5144-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5145-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5146-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5147-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5149-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5151-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5152-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5153-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5155-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5156-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5158-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5159-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5160-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5161-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5162-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5163-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5164-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5165-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5166-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5167-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5169-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5170-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5171-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5172-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5173-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5174-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5177-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5178-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5179-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5180-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5181-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5182-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5183-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5184-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5185-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5186-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5187-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5188-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5189-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5190-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5191-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5192-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5194-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5195-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5196-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5197-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5198-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5200-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5201-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5202-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5203-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5204-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5205-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5206-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5207-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5208-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5209-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5210-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5212-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5213-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5214-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5215-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5216-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5217-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5218-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5219-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5220-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5223-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5224-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5225-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5226-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5227-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5229-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5230-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5231-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5232-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5233-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5234-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5235-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5238-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5239-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5240-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5242-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5243-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5244-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5245-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5246-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5247-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5248-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5249-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5250-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5251-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5252-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5253-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5254-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5255-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5256-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5258-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5259-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5260-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5261-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5262-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5263-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5264-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5265-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5266-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5267-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5268-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5269-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5270-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5271-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5273-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5274-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5275-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5276-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5277-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5278-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5279-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5280-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5281-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5283-JOR,B.1.36,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5284-JOR,B.1.36,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5285-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5286-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5287-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5288-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5289-JOR,B.1,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5290-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5292-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5293-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5296-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5297-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5299-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5301-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5302-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5303-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5304-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5305-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5307-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5308-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5309-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5310-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5312-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5313-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5314-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5315-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5316-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5317-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5318-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5320-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5321-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5322-JOR,C.16,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5323-JOR,B.1.36.10,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5324-JOR,B.1.36,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5325-JOR,B.1.1.312,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5328-SAN,B.1.396,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5329-SAN,B.1.243,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5330-SAN,B.1.429,,,Epsilon (B.1.427/429-like),1.000000,0.000000,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-5331-SAN,B.1.243,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5332-SAN,B.1.234,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5333-SAN,B.1.1,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5334-SAN,B.1.234,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5335-SAN,B.1.2,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5336-SAN,B.1.421,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5337-SAN,B.1.429,,,Epsilon (B.1.427/429-like),1.000000,0.000000,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-5339-SAN,B.1.402,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5340-SAN,B.1.427,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
SEARCH-5341-SAN,B.1.595,,,,,,PANGO-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
